student	entry	year	speciesname	actualspecies	timestatus
23	Velociraptor	3rdyear	Velociraptor mongoliensis	y	future
23	Velociraptor	3rdyear	Velociraptor mongoliensis	y	future
23	fox	3rdyear	Vulpes vulpes	y	future
23	cat	3rdyear	Felis catus	y	future
23	cat	3rdyear	Felis catus	y	future
23	cat	3rdyear	Felis catus	y	future
23	axolotl	3rdyear	Ambystoma mexicanum	y	future
23	hellbender	3rdyear	Cryptobranchus alleganiensis	y	future
23	poisondartfrog	3rdyear	Dentrobates tinctorius	y	future
23	poisondartfrog	3rdyear	Dentrobates tinctorius	y	future
23	Japanesegiantsalamander	3rdyear	Andrias japonicus	y	future
23	giantisopod	3rdyear	Oniscus asellus	y	future
24	dog	1styear	Canis lupus familiaris	y	future
24	dragon	1styear	Dragon	n	future
25	mongoose	4thyear	Herpestes edwardsii	y	future
26	bloodhound	4thyear	Canis lupus familiaris	y	future
27	mercat	4thyear	Suricata suricatta	y	future
28	Pionitesmelanocephalus	seniorgradstudent	Pionites melanocephalus	y	future
28	Pionitesmelanocephalus	seniorgradstudent	Pionites melanocephalus	y	future
28	Pionitesxanthomerius	seniorgradstudent	Pionites xanthomerius	y	future
28	Pionitesxanthomerius	seniorgradstudent	Pionites xanthomerius	y	future
28	Aratingajandaya	seniorgradstudent	Aratinga jandaya	y	future
28	Aratingasolstitialis	seniorgradstudent	Aratinga solstitialis	y	future
28	Anodorhynchushyacinthinus	seniorgradstudent	Anodorhynchus hyacinthinus	y	future
28	Proboscigeraterrimus	seniorgradstudent	Probosciger aterrimus	y	future
28	Lophochroaleadbeateri	seniorgradstudent	Lophochroa leadbeateri	y	future
28	Calyptorhynchusfunereus	seniorgradstudent	Calyptorhynchus funereus	y	future
28	Calyptorhynchusbanksii	seniorgradstudent	Calyptorhynchus banksii	y	future
28	Nestornotabilis	seniorgradstudent	Nestor notabilis	y	future
28	Strigopshabroptilus	seniorgradstudent	Strigops habroptilus	y	future
28	Strigopshabroptilus	seniorgradstudent	Strigops habroptilus	y	future
28	Conuropsiscarolinensis	seniorgradstudent	Conuropsis carolinensis	y	future
28	Conuropsiscarolinensis	seniorgradstudent	Conuropsis carolinensis	y	future
28	Diadophispunctatus	seniorgradstudent	Diadophis punctatus	y	future
28	Apaloneferox	seniorgradstudent	Apalone ferox	y	future
28	Molochhorridus	seniorgradstudent	Moloch horridus	y	future
28	Hatteriapunctata	seniorgradstudent	Hatteria punctata	y	future
28	BerneseMountaindog	seniorgradstudent	Canis lupus familiaris	y	future
28	Newfoundland	seniorgradstudent	Canis lupus familiaris	y	future
28	AlaskanMalamute	seniorgradstudent	Canis lupus familiaris	y	future
28	JapaneseAkita	seniorgradstudent	Canis lupus familiaris	y	future
28	OldEnglishSheepdog	seniorgradstudent	Canis lupus familiaris	y	future
28	St.Bernard.	seniorgradstudent	Canis lupus familiaris	y	future
29	allharvestmen	4thyear	Leiobunum rotundum	y	future
29	Bradypuspygmaeus	4thyear	Bradypus pygmaeus	y	future
29	Bradypustorquatus	4thyear	Bradypus torquatus	y	future
29	Bradypustridactylus	4thyear	Bradypus tridactylus	y	future
29	Bradypusvariegatus	4thyear	Bradypus variegatus	y	future
29	Hystrixafricaeaustralis	4thyear	Hystrix africaeaustralis	y	future
29	Coendouprehensilis	4thyear	Coendou prehensilis	y	future
29	Ctenodactylusgundi	4thyear	Ctenodactylus gundi	y	future
30	belugawhale	3rdyear	Delphinapterus leucas	y	future
31	dog	3rdyear	Canis lupus familiaris	y	future
31	marmoset	3rdyear	Callithrix jacchus	y	future
32	cat	4thyear	Felis catus	y	future
32	cat	4thyear	Felis catus	y	future
32	stingray	4thyear	Dasyatis pastinaca	y	future
32	stingray	4thyear	Dasyatis pastinaca	y	future
32	stingray	4thyear	Dasyatis pastinaca	y	future
32	stingray	4thyear	Dasyatis pastinaca	y	future
32	stingray	4thyear	Dasyatis pastinaca	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
32	seaslug	4thyear	Berghia coerulescens	y	future
33	dog	5thyear	Canis lupus familiaris	y	future
33	gecko	5thyear	Rhacodactylus ciliatus	y	future
34	dog	5thyear	Canis lupus familiaris	y	future
34	dog	5thyear	Canis lupus familiaris	y	future
35	virginiaopossum	2ndyear	Didelphis virginiana	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
35	pigeon	2ndyear	Columba livia	y	future
36	dog	5thyear	Canis lupus familiaris	y	future
36	dog	5thyear	Canis lupus familiaris	y	future
36	bunny	5thyear	Oryctolagus cuniculus	y	future
36	bunny	5thyear	Oryctolagus cuniculus	y	future
36	neontetra	5thyear	Paracheirodon innesi	y	future
36	neontetra	5thyear	Paracheirodon innesi	y	future
36	neontetra	5thyear	Paracheirodon innesi	y	future
36	neontetra	5thyear	Paracheirodon innesi	y	future
36	neontetra	5thyear	Paracheirodon innesi	y	future
36	guppy	5thyear	Poecilia reticulata	y	future
36	guppy	5thyear	Poecilia reticulata	y	future
36	guppy	5thyear	Poecilia reticulata	y	future
36	guppy	5thyear	Poecilia reticulata	y	future
36	corydorascatfish	5thyear	Corydoras semiaquilus	y	future
36	Hymenochirusboettgeri	5thyear	Hymenochirus boettgeri	y	future
36	Hymenochirusboettgeri	5thyear	Hymenochirus boettgeri	y	future
36	Hymenochirusboettgeri	5thyear	Hymenochirus boettgeri	y	future
36	Hymenochirusboettgeri	5thyear	Hymenochirus boettgeri	y	future
36	Hymenochirusboettgeri	5thyear	Hymenochirus boettgeri	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
36	Pomaceabridgesii	5thyear	Pomacea bridgesii	y	future
37	llama	seniorgradstudent	Lama glama	y	future
37	bordercollie	seniorgradstudent	Canis lupus familiaris	y	future
37	cat	seniorgradstudent	Felis catus	y	future
37	cat	seniorgradstudent	Felis catus	y	future
38	blackskirt_tetra	seniorgradstudent	Gymnocorymbus ternetzi	y	future
38	blackskirt_tetra	seniorgradstudent	Gymnocorymbus ternetzi	y	future
38	blackskirt_tetra	seniorgradstudent	Gymnocorymbus ternetzi	y	future
38	blackskirt_tetra	seniorgradstudent	Gymnocorymbus ternetzi	y	future
38	blackskirt_tetra	seniorgradstudent	Gymnocorymbus ternetzi	y	future
38	swordtail	seniorgradstudent	Xiphophorus hellerii	y	future
38	swordtail	seniorgradstudent	Xiphophorus hellerii	y	future
38	swordtail	seniorgradstudent	Xiphophorus hellerii	y	future
38	swordtail	seniorgradstudent	Xiphophorus hellerii	y	future
38	swordtail	seniorgradstudent	Xiphophorus hellerii	y	future
39	Killerwhale	1styear	Orcinus orca	y	future
40	dog	2ndyear	Canis lupus familiaris	y	future
40	hedgehog	2ndyear	Atelerix albiventris	y	future
40	raccoon	2ndyear	Procyon lotor	y	future
40	lamb	2ndyear	Ovis aries	y	future
40	goat	2ndyear	Capra aegagrus hircus	y	future
41	dog	5thyear	Canis lupus familiaris	y	future
41	cat	5thyear	Felis catus	y	future
41	otter	5thyear	Enhydra lutris	y	future
42	sloth	4thyear	Bradypus pygmaeus	y	future
43	amonkey	seniorgradstudent	Cebus albifrons	y	future
44	Tiger	1styear	Panthera tigris	y	future
44	whale	1styear	Balaenoptera musculus	y	future
44	octopus	1styear	Enteroctopus dofleini	y	future
45	zombie	2ndyear	Zombie	n	future
45	zombie	2ndyear	Zombie	n	future
45	zombie	2ndyear	Zombie	n	future
45	zombie	2ndyear	Zombie	n	future
45	zombie	2ndyear	Zombie	n	future
46	seaotter	3rdyear	Enhydra lutris	y	future
46	seaotter	3rdyear	Enhydra lutris	y	future
46	penguin	3rdyear	Aptenodytes forsteri	y	future
46	penguin	3rdyear	Aptenodytes forsteri	y	future
47	horse	4thyear	Equus caballus	y	future
47	horse	4thyear	Equus caballus	y	future
47	horse	4thyear	Equus caballus	y	future
47	horse	4thyear	Equus caballus	y	future
47	dog	4thyear	Canis lupus familiaris	y	future
47	dog	4thyear	Canis lupus familiaris	y	future
47	dog	4thyear	Canis lupus familiaris	y	future
48	malabar_whistling_thrush	3rdyear	Myophonus horsfieldii	y	future
48	malabar_whistling_thrush	3rdyear	Myophonus horsfieldii	y	future
48	dog	3rdyear	Canis lupus familiaris	y	future
48	chicken	3rdyear	Gallus gallus domesticus	y	future
48	chicken	3rdyear	Gallus gallus domesticus	y	future
48	chicken	3rdyear	Gallus gallus domesticus	y	future
48	chicken	3rdyear	Gallus gallus domesticus	y	future
48	chicken	3rdyear	Gallus gallus domesticus	y	future
48	chicken	3rdyear	Gallus gallus domesticus	y	future
48	hill_myna	3rdyear	Gracula religiosa	y	future
48	hill_myna	3rdyear	Gracula religiosa	y	future
48	hill_myna	3rdyear	Gracula religiosa	y	future
48	hill_myna	3rdyear	Gracula religiosa	y	future
48	white-throated_laughingthrush	3rdyear	Garrulax albogularis	y	future
48	white-throated_laughingthrush	3rdyear	Garrulax albogularis	y	future
48	white-throated_laughingthrush	3rdyear	Garrulax albogularis	y	future
48	white-throated_laughingthrush	3rdyear	Garrulax albogularis	y	future
48	white-throated_laughingthrush	3rdyear	Garrulax albogularis	y	future
48	racket-tailed_drongo	3rdyear	Dicrurus paradiseus	y	future
48	racket-tailed_drongo	3rdyear	Dicrurus paradiseus	y	future
48	racket-tailed_drongo	3rdyear	Dicrurus paradiseus	y	future
48	archaeopteryx	3rdyear	Archaeopteryx lithographica	y	future
49	dog	1styear	Canis lupus familiaris	y	future
49	elephant	1styear	Loxodonta africana	y	future
50	elephant	seniorgradstudent	Loxodonta africana	y	future
51	sloth	4thyear	Bradypus pygmaeus	y	future
51	puppy	4thyear	Canis lupus familiaris	y	future
51	Pallascat	4thyear	Felis manul	y	future
52	cat	3rdyear	Felis catus	y	future
52	dog	3rdyear	Canis lupus familiaris	y	future
52	snake	3rdyear	Boa constrictor	y	future
52	gecko	3rdyear	Rhacodactylus ciliatus	y	future
52	iguana	3rdyear	Iguana iguana	y	future
52	bunny	3rdyear	Oryctolagus cuniculus	y	future
52	otter	3rdyear	Enhydra lutris	y	future
53	puppy	2ndyear	Canis lupus familiaris	y	future
54	dog	2ndyear	Canis lupus familiaris	y	future
54	cat	2ndyear	Felis catus	y	future
54	deserttortoise	2ndyear	Gopherus agassizii	y	future
54	rabbit	2ndyear	Oryctolagus cuniculus	y	future
54	iguana	2ndyear	Iguana iguana	y	future
54	snake	2ndyear	Boa constrictor	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	capybara	2ndyear	Hydrochoerus hydrochaeris	y	future
54	Malabargiantsquirrel	2ndyear	Ratufa indica	y	future
54	squirrelmonkey	2ndyear	Saimiri sciureus	y	future
54	flyingsquirrel	2ndyear	Glaucomys sabrinus	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
54	squirrel	2ndyear	Sciurus carolinensis	y	future
55	Serval	3rdyear	Leptailurus serval	y	future
55	dog	3rdyear	Canis lupus familiaris	y	future
55	cat	3rdyear	Felis catus	y	future
